Data Medicao,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media
02/02/1982,28.6,27.5,18.1,4.3,1.8,22.08,80.5,1.466667
03/02/1982,0.6,29.6,18,9.9,2.2,24.2,70.5,1.833333
04/02/1982,11.6,29,19.1,3.9,3.7,23.68,76,4.566667
05/02/1982,12.2,25.6,19,0.2,2.2,21.04,92.75,2.066667
06/02/1982,47.8,24.5,18.8,0,0.8,20.34,94.25,2.3
07/02/1982,38.4,28.4,18.6,4.4,0.8,22.56,78,1.833333
08/02/1982,0,31.1,19,10.1,3.2,23.38,75.75,1.866667
09/02/1982,8.5,30.6,19.3,5.3,2.6,24.14,74.5,2.233333
10/02/1982,0,30.5,19.5,7.1,3.1,24.92,74,1.166667
11/02/1982,0,31.5,20.8,10.6,3.3,26.22,63,2.4
12/02/1982,0,32.5,20.2,10.1,4.5,25.9,56.5,2.433333
13/02/1982,0,32.1,20.4,10.5,6,26.54,47.25,2.733333
14/02/1982,0,31.6,20.1,8.3,6.7,25.9,57.75,2.966667
15/02/1982,0,32.7,20.9,8.6,5.7,26.24,58.25,2.166667
16/02/1982,0,32.5,20.3,7.7,5.7,26.36,57.75,1.533333
17/02/1982,0,32.4,20.5,8.5,5.6,26.1,63.5,2.1
18/02/1982,0,32.2,19.7,7.8,5,24.98,68.75,2.333333
19/02/1982,0,31.3,19.3,10,4.2,24.18,65,2.6
20/02/1982,2.2,30.1,19.2,4,4.9,24.9,62.5,2.433333
21/02/1982,0,32.4,18.6,8.7,4.9,25.12,61.5,2.333333
22/02/1982,0,33,19.9,9.1,5.4,26.12,59.5,2.533333
23/02/1982,9.3,30.1,19.3,5.8,4.5,23.08,82.75,3.033333
24/02/1982,9.6,27.8,19.6,2.7,2.1,22.14,78.5,3.166667
25/02/1982,11.2,27,19.1,1.8,2.2,21.88,84,1.8
26/02/1982,1.1,28.5,20.3,2.7,2.2,23.02,85.75,2.833333
27/02/1982,9.6,28.8,20.6,3.1,1.6,24.12,74.75,2.433333
28/02/1982,0,29.6,20.6,4.2,3.4,23.96,72.25,2.1
01/03/1982,0,28.8,19.5,4.2,3.2,23.6,73,2.7
02/03/1982,0,27.3,19.4,7.8,2.9,22.38,74.75,3.533333
03/03/1982,0.2,26.3,18.6,8.9,3.5,21.22,70.25,4.2
04/03/1982,0,25.1,18,8.3,4.4,20.74,67.5,4.266667
05/03/1982,0,27.1,17.8,5.4,4.2,21.02,69.75,2.866667
06/03/1982,0,26.8,18.9,1.4,3.6,21.66,73,1.7
07/03/1982,0,27.4,18.2,6.1,2.5,22.32,71.75,2.433333
08/03/1982,0,28.1,19.9,4.6,3.9,23.58,72.75,2.766667
09/03/1982,1,23,20.5,0.2,3.3,21.3,96.25,1.866667
10/03/1982,28,27.4,20.1,1.7,0.3,22.38,88,1.233333
11/03/1982,9.6,27.5,19.2,2.9,1.1,22.7,79.5,1.7
12/03/1982,0,26.5,19.2,4.1,2.4,21.92,73.25,1.866667
13/03/1982,0,24.1,18,0,3.4,20.88,77,3.3
14/03/1982,0.7,26.6,18.7,2.2,2.6,21.92,83.25,2.066667
15/03/1982,4.5,26.2,19.6,2.3,1.5,22.02,89,3.4
16/03/1982,3,27,20.1,1.3,1.6,22.36,94.5,2.7
17/03/1982,42.2,29,20.2,7.3,0.7,23.56,82.5,1.6
18/03/1982,0,29,19.1,6.8,2.3,22.76,85.5,2.066667
19/03/1982,21.4,28.8,20.1,4,1.4,22.68,75.25,1.933333
20/03/1982,0,29.4,16,8,2.8,22.26,73,1.533333
21/03/1982,0,28.6,17.4,6.5,3.3,22.4,72.75,2.533333
22/03/1982,12.8,24.7,18.9,0,3.3,21.76,87.75,1.033333
23/03/1982,5.4,28,18.4,8.2,1.2,22.06,71.75,2.2
24/03/1982,0,25.2,18.6,0,3,21.56,80.75,2.066667
25/03/1982,0,25.6,18.3,0.4,1.9,20.78,90,1.566667
26/03/1982,12.4,27,17.5,4.9,1.1,21.34,81,0.833333
27/03/1982,7,28.2,17.5,9.3,1.5,22.42,77,1.966667
28/03/1982,0,29,17.1,9.2,2.5,22.22,74.75,1.333333
29/03/1982,0,28,17.5,3.9,3.2,21.8,79,1
30/03/1982,0.3,25.4,19.3,1.6,2.3,21.74,83.75,2.3
31/03/1982,0.3,28.7,18.2,8.9,1.8,22.58,72.5,1.933333
01/04/1982,0,28.2,19.4,7.8,3.6,22.8,71.25,2.966667
02/04/1982,0,29.4,19.4,7.4,3.6,23.16,71.25,1.966667
03/04/1982,0,30.4,17.2,8.7,3.2,22.78,71.25,2.166667
04/04/1982,0,28,17.5,8.6,3.5,21.48,70.25,2.333333
05/04/1982,0,25.5,16.2,5.7,3.4,20.14,71.5,2.633333
06/04/1982,0,24.7,15.6,6.2,3.4,19.12,72.75,2.9
07/04/1982,0,24.6,15.4,9.8,3,19.08,64.5,3.466667
08/04/1982,0,23.5,13,4.7,4,17.78,75.25,2.2
09/04/1982,0,24.6,13.1,8.7,2.8,18.38,65.5,2.2
10/04/1982,0,25,13.6,7.9,3.9,18.5,69.5,1.8
11/04/1982,0,26.5,15.2,5.2,3.4,19.92,75,2.033333
12/04/1982,0,28.2,16,5.8,2.8,20.56,79.75,2.6
13/04/1982,7,21.7,16.1,0.3,2.4,18.94,90.75,1.266667
14/04/1982,0.1,22.5,17.2,0.9,1.1,19.54,90.5,2.933333
15/04/1982,20,26.6,18.2,7.7,0.8,20.8,76,2.9
16/04/1982,0,24.2,15.9,7.7,3.1,19.26,73.5,3.066667
17/04/1982,0,22,15.4,5.9,2.6,17.92,76,3.366667
18/04/1982,0,23.8,15.9,8.2,2.9,19.08,69.5,3.2
19/04/1982,0,25.2,13.8,8.5,3.5,19,70.5,2.6
20/04/1982,0,27.2,14,9,3.2,20.12,71.5,1.233333
21/04/1982,0,26.8,14.9,8.7,3,20.8,67.75,1.533333
22/04/1982,0,28.2,15.6,9.9,3,21.26,72.75,2.466667
23/04/1982,0,25.2,16.6,9.5,2.8,19.68,69.25,2.866667
24/04/1982,0,24.2,15.4,7.9,4.8,18.82,71.25,2.666667
25/04/1982,0,24.6,14.7,6.6,3,19.14,71.25,2.433333
26/04/1982,0,24.6,13.8,7,3,18.5,69.5,2.6
27/04/1982,0,23.2,13.8,8.8,3.7,17.26,70.75,3.333333
28/04/1982,0,21.5,13.2,3.5,3.6,17.56,74.25,3.2
29/04/1982,0,22.7,14.8,8.8,3.1,17.28,66.5,3.6
30/04/1982,0,22.3,13.5,3.3,4,16.68,65.75,2.166667
01/05/1982,0,24,10.8,8.2,3.2,17.08,75.5,1.333333
02/05/1982,0,24.3,10.4,9.7,2.4,16.94,72,1.2
03/05/1982,0,22.7,10.3,5.7,2.6,16.58,72.25,2.533333
04/05/1982,0,20.6,14.2,7.7,2.9,16.28,69.25,3.833333
05/05/1982,0,22,12.4,9.2,4.1,16.12,63.25,3.666667
06/05/1982,0,23.2,12.4,8.9,4.6,16.54,60.75,2.066667
07/05/1982,0,24.3,10.6,8.6,4,17.1,61.75,2.1
08/05/1982,0,24.6,11.3,6.9,3.6,17.86,66.75,1.666667
09/05/1982,0,25.2,12.2,9.4,3.6,18.2,65,1.833333
10/05/1982,0,26.7,11.5,9.5,2.6,18.54,57.5,2.3
11/05/1982,0,25.6,12,2.7,4,18.14,71,1.733333
12/05/1982,0,27.6,14.2,6.2,3.2,20.04,66.25,0.6
13/05/1982,0,27.4,14,9,3.1,20.24,67.25,1.866667
14/05/1982,0,27.7,13.4,8.6,4.1,20.08,65.25,1.466667
15/05/1982,0,27.6,12.4,7.6,3.6,19.66,69.25,1.033333
16/05/1982,0,28,13.2,7.9,3.2,19.84,74,1.5
17/05/1982,0,28,14.3,8.4,2.8,20.78,62.5,2.233333
18/05/1982,0,28.2,15.1,8.6,4.4,21.42,69.5,2.233333
19/05/1982,7.4,21.6,16.8,0.2,3.2,18.08,96.5,1.166667
20/05/1982,9.7,22.6,14.6,6,0.6,17.14,76,1.6
21/05/1982,0,22.8,9.1,7.3,1.8,15.74,71.75,1.966667
22/05/1982,0,22.1,11.4,4.7,2.3,16.44,74,2.433333
23/05/1982,0,21.6,14.2,6,3,17.48,73,3.633333
24/05/1982,0,18.6,15.4,0,3.6,16.76,89.25,1.733333
25/05/1982,23.6,20.5,15.1,0.2,1,16.72,93,2.566667
26/05/1982,15.9,19.2,14.2,0.3,0.5,16.18,89,1.666667
27/05/1982,1.1,20.7,12,6.6,0.7,15.28,80.5,2.066667
28/05/1982,0,19.9,10.2,7.4,1.8,14.48,74.75,3.2
29/05/1982,0,21,11,7.5,2.7,15.32,72.75,3.033333
30/05/1982,0,23.1,12,6.3,2.6,16.96,78,1.933333
31/05/1982,3.9,23,12.2,6.7,2.4,16.72,82.75,1.2
01/06/1982,0,23.7,11.4,8.2,1.3,16.66,74.75,1.066667
02/06/1982,0,24.2,13.5,8.8,2.7,17.3,72,1.4
03/06/1982,0,23.6,13.2,7.7,3.2,17.28,71,1.9
04/06/1982,0,24.7,10.8,6.6,3.2,18.24,73.75,2.7
05/06/1982,0,23,16.1,2.3,2.6,17.82,89.75,2.4
06/06/1982,3,22.6,13,2.3,1.6,16.84,86.5,1.066667
07/06/1982,0,23.1,14,5,1.4,18,79.25,1.066667
08/06/1982,0,25.2,12.9,8.2,2,18.16,76.5,1.666667
09/06/1982,0,26.6,12.3,8.5,2.3,18.84,72,1.333333
10/06/1982,0,26.5,14,4.8,2.6,19.46,70.75,1.833333
11/06/1982,0,22.9,15.1,1.2,3.8,18.3,85.75,2.233333
12/06/1982,31.2,18.5,14.5,0,1,15.54,98.25,1.133333
13/06/1982,24.4,23.3,13.5,1.5,0.3,18.22,82.75,1.066667
14/06/1982,23.6,26.4,14.2,7.7,1.2,19.52,81.25,1.566667
15/06/1982,0,26.7,15.2,6.9,1.9,20.5,79.5,2.7
16/06/1982,12,20.2,15.8,0,2.4,17.1,88.75,1.2
17/06/1982,0.2,22.7,13,3.9,1.2,17.52,82.5,1.6
18/06/1982,0,24.8,15.2,4.6,1.8,18.88,80.75,1.133333
19/06/1982,0,24.5,13.6,5.2,2,18.34,80.5,2
20/06/1982,1.3,19.6,16,0,2.2,17,90.25,2.066667
21/06/1982,1.2,18.6,11.4,1.7,0.4,15.14,91,0.566667
22/06/1982,23.8,17.6,13.2,0,1.2,15.78,96.5,1.8
23/06/1982,6.9,18.7,15,0,0.4,16.68,94,1.033333
24/06/1982,1,19.7,14,0.1,0.6,17.44,95,1.3
25/06/1982,19.2,23,16,5.5,0.4,18.42,84,2.533333
26/06/1982,22.4,23.7,14.4,3.6,2,18.92,87,1.5
27/06/1982,0,28.2,16,7.9,1.6,21.5,75.5,2.933333
28/06/1982,0,26.8,17.1,3.9,3.2,21.52,70,3.633333
29/06/1982,18.2,21.7,16,0.3,3.8,18.04,90.75,2.133333
30/06/1982,0,23.6,15.1,4,0.8,17.92,86.75,1.1
01/07/1982,22.5,21.5,14.3,2.1,1.2,16.18,87.5,1.3
02/07/1982,0.2,21.7,13.2,5.6,1.4,16.88,81.75,1.766667
03/07/1982,0,23.6,13.6,7.8,1.6,18.18,75.25,2.266667
04/07/1982,0,25.2,12.6,7.4,2.4,18.58,68.25,2.7
05/07/1982,0,26.2,12.5,8.4,2.8,19.06,68,1.866667
06/07/1982,0,26.4,15.3,6.7,3.2,19.5,69.25,2.6
07/07/1982,0,26.6,14.8,7.3,3.3,19.72,69,1.7
08/07/1982,0,24.2,15.4,2.2,3.5,18.12,73,2.3
09/07/1982,0,21.5,13.1,2.8,2,16.8,79,1.133333
10/07/1982,0,24.3,12.9,7.1,1.8,18.4,75.5,1.533333
11/07/1982,0,26.5,14,6.7,2,18.7,70,1.7
12/07/1982,2,26.6,12.5,5.2,2.4,19.66,68.5,1.533333
13/07/1982,6.6,21.2,15.1,1,3,17.32,87,3.8
14/07/1982,0,19.2,11.7,7.4,1.2,14.18,73.5,1.766667
15/07/1982,0,22.6,9.3,7.4,2.1,15.18,71.75,2.033333
16/07/1982,0,22.6,10,6,2.2,16.64,77,1.3
17/07/1982,0,25.3,14.5,7.3,2.7,19,63.75,2.2
18/07/1982,0.6,19.2,13.6,0,3.7,,93.5,1.6
19/07/1982,9.8,21.2,14.9,5.2,0.8,17,83,1.433333
20/07/1982,0,24.4,12.8,9.1,1.6,17.84,77.25,1.333333
21/07/1982,0,25.7,12.7,7.8,2.3,18.4,70.75,1.2
22/07/1982,0,25.8,13,8.2,2.8,18.36,68.5,1.466667
23/07/1982,0,25.5,11.7,8.4,3.1,17.96,65,1.6
24/07/1982,0,25.7,11.1,8.7,3,18.1,64.75,1.6
25/07/1982,0,25.2,12.5,9.3,3.2,18.52,62.75,1.9
26/07/1982,0,25.7,14,9.5,4.3,19.1,62.5,1.733333
27/07/1982,0,25.2,11.3,9.2,4.5,18.06,62.75,1.533333
28/07/1982,0,26.2,11.7,9,3.8,18.64,61.75,1.533333
29/07/1982,0,27.2,13.2,5.3,4.7,17.08,73.25,2.266667
30/07/1982,6.1,14.3,10.5,2.3,3.5,11.8,74.25,3.533333
31/07/1982,0,21,7.4,9,2.2,13.7,70.75,1.866667
01/08/1982,0,25,9.2,8.1,2.3,17.12,73.25,1.266667
02/08/1982,0,27.2,14,3.5,2.5,18.7,76.75,2.866667
03/08/1982,6.8,17.7,12,0.3,3.2,13.78,81.5,2.266667
04/08/1982,0.7,18,10,0.1,1.4,13.98,78,2.366667
05/08/1982,0,22.2,12.4,1.3,2.1,17.32,78.5,1.8
06/08/1982,0,25.2,13.1,6.5,1.7,18.98,76,1.533333
07/08/1982,0,27.5,15.1,8.4,2.4,20.76,70,2.066667
08/08/1982,0,27.6,14.8,7.5,3.1,20.64,67.25,2.566667
09/08/1982,0,27.4,14.5,7.6,3.8,21.38,55.5,2.966667
10/08/1982,0,22.1,16,0,4.5,17.76,87.5,1.066667
11/08/1982,8.2,17.5,13.6,0,1,15.04,79.25,2.633333
12/08/1982,0,20.6,13,8,2.3,15.84,71.25,3.866667
13/08/1982,0,24.5,13.2,8.7,3.8,18.3,65.5,3
14/08/1982,0,26,14.5,9.8,3.5,20.06,61.75,2.466667
15/08/1982,0,27.2,13,9.5,4,19.54,61.5,1.633333
16/08/1982,0,28,13.6,8.9,3.7,20.56,62,1.2
17/08/1982,0,26.6,15,3.6,3.9,20.08,67.75,1.633333
18/08/1982,0.2,22.1,16.2,0.6,3,17.9,88.25,1.166667
19/08/1982,5.4,20.6,13.1,7,1.8,15.28,74.5,2
20/08/1982,0,23.5,8.1,9.7,2.3,15.32,57.25,1.4
21/08/1982,0,27.2,9.2,9.1,3.3,18.52,60,1.466667
22/08/1982,0,27.6,14.4,5.5,4,19.12,73.75,1.6
23/08/1982,1,28.2,14.5,4.5,2.6,18.98,72.75,3.7
24/08/1982,0.5,28.6,13.6,8.5,3.4,21,63,1.9
25/08/1982,0,30,15.1,8,3.8,,59.25,1.266667
26/08/1982,0,29.5,15.8,7.9,4.8,22.82,56.5,1.7
27/08/1982,0,29,16.4,7.6,4.6,21.9,60,2.4
28/08/1982,0,28.8,15.3,6.3,4.7,20.88,74.25,1.566667
29/08/1982,10.6,25.3,17,1.7,2.5,20.94,68.25,2.333333
30/08/1982,0,29,14,8,3,21.12,60.5,2.033333
31/08/1982,0,26,16.2,3.9,3.6,19.76,77.25,2.766667
01/09/1982,0,23.4,14.7,5.3,2.6,18.58,73,2.9
02/09/1982,0,27.2,16.4,6.9,3.1,19.7,73.5,1.866667
03/09/1982,0,27.2,14.4,6.4,2.7,19.52,72.25,2.8
04/09/1982,0,28.8,13.7,8.6,2.7,21.36,69.5,1.6
05/09/1982,0,28.6,16.2,3.3,3.7,20.22,71.75,2.633333
06/09/1982,1,20.6,14.4,7.6,4,16.48,70.5,4.6
07/09/1982,0,20.4,13,8.9,3.6,15.46,62.25,3.4
08/09/1982,0,23.4,11.8,9.7,4.6,15.86,59.25,4.066667
09/09/1982,0,26,12,9.4,3.8,17.04,64.5,2.2
10/09/1982,0,27.4,9.6,9.5,4.2,18.44,64.25,1.366667
11/09/1982,0,30.2,12.1,9.4,4,20.7,57.25,1.966667
12/09/1982,0,30.8,14,8.8,5.4,22.42,37.25,1.966667
13/09/1982,0,26.7,16.2,0.9,7.2,22.1,50.75,1.033333
14/09/1982,0,30.6,16.4,4.8,4.8,23.2,56.75,1.4
15/09/1982,0,31.6,17.6,8.8,4.9,23.16,46.5,1.733333
16/09/1982,0,30.1,15.4,7.5,7.2,22.18,62,1.866667
17/09/1982,0,30.6,16.9,8.5,4.8,23.32,50.75,1.866667
18/09/1982,0,27.4,18.5,2.6,6.2,22.14,66,3.9
19/09/1982,0.3,26.4,14,7,4.3,17.92,62.5,2.766667
20/09/1982,0,20.7,13.1,8.1,4.5,15.84,65.5,4.2
21/09/1982,0,24.1,13,4.7,3.9,17.16,64.25,3.2
22/09/1982,0,25.1,15.2,3.4,6.5,18.5,64.5,2.666667
23/09/1982,0,26.7,14.2,9.7,3.6,18.66,62,2.5
24/09/1982,0,25.1,12.7,1.2,4.4,18.28,67,1.866667
25/09/1982,0,28.5,12.2,7,3,20.32,65.5,1.666667
26/09/1982,0,30.7,14.6,7,3.6,23.24,52.75,2.533333
27/09/1982,0,28.5,19,1,5.6,21.94,87.75,2.8
28/09/1982,18.4,20.6,14.1,4.2,2.3,16.18,69,3.566667
29/09/1982,0,21.1,12.3,9,3,15.48,68,4.2
30/09/1982,0,22.5,13,7.7,3.7,16.66,67,4.133333
01/10/1982,0,24.2,13.2,3.5,3.7,18.48,69,1.3
02/10/1982,26.2,21.7,14.9,0.3,3,18.44,89,2.3
03/10/1982,1.7,24.7,15.8,2,0.8,19.08,80.25,1.633333
04/10/1982,0,28.2,13.9,8.8,2,21.22,74.75,1.666667
05/10/1982,0,27.3,16.9,4.6,2.9,22.08,77.5,1.6
06/10/1982,4.5,22.6,16.2,5.9,2.6,18.16,76,3.833333
07/10/1982,2.1,24.2,15.6,0,2,19.22,90.75,2.966667
08/10/1982,35.3,22.5,16.8,0,0.9,18.48,89.25,1.733333
09/10/1982,16.7,20.5,16.2,0.2,1.4,17.76,77,2.966667
10/10/1982,0,26.2,15.4,4.6,2.3,19.6,84.25,2.566667
11/10/1982,6.9,26.2,16,7.9,2,19.32,65,2.066667
12/10/1982,0,24.8,12.8,3,3,19.44,86.75,1.3
13/10/1982,13.1,24.5,14.2,0,1,17.28,82.5,2.1
14/10/1982,0,24.5,9.6,10.9,2,16.66,61,1.833333
15/10/1982,0,26.4,10.4,10.7,3.8,17.4,59.75,1.5
16/10/1982,0,24.3,14,5.1,4.4,18.34,73.5,2.733333
17/10/1982,0,29.2,13.7,0.2,2.9,22.1,57,3.033333
18/10/1982,30.2,26.6,17.2,5,4.9,21.14,79.25,2.3
19/10/1982,0,24.6,15.7,7.7,3.5,18.7,71.5,2.9
20/10/1982,0,30.5,13,9,4,20.62,76.75,1.466667
21/10/1982,27.6,28.2,17.4,10,3.2,22.46,71.5,2.566667
22/10/1982,0,28.5,18.4,6.5,3.3,23.46,68.75,2.2
23/10/1982,0,32,20.1,10.2,3.8,25.14,64.5,3.766667
24/10/1982,4.9,31.5,20.2,5.9,4.7,23.12,80.75,1.466667
25/10/1982,0.2,32.2,18.9,7.7,2.3,24.44,71.25,2.566667
26/10/1982,0,25.8,18.4,5.7,4.2,21.78,69.75,3.5
27/10/1982,0,30.8,18.1,6.4,3.7,23.32,77.5,1.566667
28/10/1982,1.1,27.5,18.7,5.1,2.8,21.96,74.75,1.8
29/10/1982,3.4,29.5,17.4,4.3,2.6,22.44,77.75,2.533333
30/10/1982,0.9,30.5,18.8,9,2.3,22.9,59.25,4.9
31/10/1982,0,29.5,14.4,10.8,7,20.9,60.25,2.366667
01/11/1982,0,32.2,14.9,10.3,4.5,24.64,60,2.033333
02/11/1982,0,32.5,20.3,8.4,4.8,26.52,59.75,2.366667
03/11/1982,0,33.4,21.4,10.8,5.6,27.14,56,2.8
04/11/1982,0,33.6,20.6,6.1,6,24.86,65.25,2.8
05/11/1982,7.2,30.1,19,5.8,4.6,23.28,76.75,1.033333
06/11/1982,16.8,27.2,18.6,4.2,2.8,21.44,82.75,3.4
07/11/1982,5.3,29.1,18.2,7.8,2.3,22.94,70,1.3
08/11/1982,0,31,17.8,9.2,3.1,23.5,69.5,2.233333
09/11/1982,0,27,19.4,8,4,22.12,72.75,3.366667
10/11/1982,0,32.2,19.3,10.8,3.7,24.94,69,2.233333
11/11/1982,15.6,26.4,17.6,0.5,,20.04,89.75,4.066667
12/11/1982,11.4,25.2,17,3,1.3,20.64,75.5,1.933333
13/11/1982,0,24.8,18.2,2,2.7,21.04,74.25,3.866667
14/11/1982,18.8,19.8,17,0,2.8,18.68,91.5,1.366667
15/11/1982,22.8,25.4,17.3,0,0.6,21.16,91.5,1.433333
16/11/1982,9.6,24.2,18.2,0.2,1,20.18,77,1.733333
17/11/1982,1.2,26.3,14.8,8.3,2.2,19.64,69.75,3.066667
18/11/1982,0,30.2,14.6,11.3,3.1,21.68,66.5,2.033333
19/11/1982,0,29.7,16,3.2,4,22.02,81,3.466667
20/11/1982,25.9,28.3,18.5,2.8,2.6,21.66,86.75,2.866667
21/11/1982,37.3,27.1,18.5,2,1.6,21.62,84.5,2.766667
22/11/1982,0.7,28.3,18.8,3,2.3,22.6,80.75,1.566667
23/11/1982,0.8,29.3,18.8,4.7,1.7,22.98,75.25,2.766667
24/11/1982,0,26.7,18,0,3.1,22.66,79.5,1.2
25/11/1982,0,29.4,20.6,1.6,1.8,24.44,75.25,1.266667
26/11/1982,0,31.2,20.3,4.7,3.2,23.62,78.5,3.2
27/11/1982,15.1,28.3,18.8,5.1,3.2,22.16,82.75,2.5
28/11/1982,19.4,28.6,18.5,3.3,2.2,21.86,85.25,2.266667
29/11/1982,14.2,28.1,18.4,2.1,2.5,23.38,81.75,2.033333
30/11/1982,0.2,31.2,19.8,7.2,1.8,23.92,73,0.666667
01/12/1982,3.3,29.6,19.7,8.5,2.7,23.96,72.25,2.566667
02/12/1982,3.8,26.2,19.8,0,2.6,22.14,89,1.433333
03/12/1982,5.1,21.7,16.2,1.7,2.4,18.22,73.5,3.8
04/12/1982,0,22,15.1,3.6,3.2,17.46,67.25,3.866667
05/12/1982,0,28.2,14.2,8.2,3.5,19.94,74,1.966667
06/12/1982,0,27.2,16.5,0.7,2.7,20.98,86.75,2.8
07/12/1982,8,24.2,19.5,0,1.4,20.9,86.5,1.966667
08/12/1982,1,27.6,18,3.7,1.2,20.68,71.5,1.3
09/12/1982,0,25.2,15.6,7.3,3.8,20.2,71.25,3.566667
10/12/1982,0,27.3,18.4,3.2,3.4,22.06,79.5,2.533333
11/12/1982,5.1,22.1,19.2,0,1.8,20.32,95,1.133333
12/12/1982,18.6,24.7,18.8,1.2,0.6,21.64,88,2.233333
13/12/1982,2.6,27.2,19,1.7,1.6,21.74,84.5,2.1
14/12/1982,57.4,26.3,19,0.4,1.8,21.66,89.75,1.6
15/12/1982,22.4,26.5,19.2,0.1,1.2,21.68,89,1.833333
16/12/1982,36.6,24.2,19.4,0,1,21.62,89,1.566667
17/12/1982,4.4,22.9,19.8,0,0.5,21.24,95.25,3.4
18/12/1982,7.2,26.7,20.4,0.2,0.6,22.92,87.75,3.366667
19/12/1982,11,28.1,19.2,2.5,1.4,22.88,85.5,2.633333
20/12/1982,36.6,25.2,19.4,0.1,1.7,21.44,85.5,1.966667
21/12/1982,1.8,26.2,18.4,0.3,1.4,21.38,83.25,2.033333
22/12/1982,4.6,24.2,19.1,0,1.6,21.62,94.25,2.133333
23/12/1982,2.3,25,20.1,0,0.7,21.7,88.5,3.066667
24/12/1982,3,27.4,19,8.6,0.9,21.44,69.75,2.4
25/12/1982,0,27.2,14.7,10,3.8,20.32,64.75,2.433333
26/12/1982,0,30.4,16.1,10,4.6,22.04,70.75,1.633333
27/12/1982,1,30.5,17.2,8.1,3.4,21.78,77.75,1.766667
28/12/1982,9.9,29.8,18.5,7.3,2.8,23.18,68.5,1.3
29/12/1982,0,27.2,19.4,0.6,3.4,21.94,89.75,1.533333
30/12/1982,9,27.2,19,3.6,1.2,22.56,85.5,2.733333
31/12/1982,3.8,30.1,18.7,6.1,1.2,23.7,78,1.533333
01/01/1983,0,30.2,18.4,10.9,3,23.56,69,2.166667
02/01/1983,0,28.8,18.2,10.9,3.8,22.94,73,2.3
03/01/1983,0,30.8,18.3,9.7,4.2,23.2,69.5,2.466667
04/01/1983,0,29,19.8,8,4.6,22.9,70.75,3.233333
05/01/1983,0.4,22,19.2,0,4.2,20.82,86.25,2.166667
06/01/1983,24.3,28,19,2.7,1.2,23.12,81.25,2
07/01/1983,0,29.1,19.6,5.8,2.4,22.28,86.75,3.3
08/01/1983,14.7,27.4,18.8,3.6,2,22.24,88.75,2.366667
09/01/1983,53.6,28.6,18.1,5,1.5,23.3,83.5,2.666667
10/01/1983,0.1,31.6,20.3,8.8,2,25.74,72.25,1.7
11/01/1983,0,31.8,20.2,8,3.5,25.6,71.5,1.433333
12/01/1983,0,29.2,21.2,3.8,3.2,24,87.75,2.2
13/01/1983,1.7,27.2,21,0,1.6,23.18,83.5,1.866667
14/01/1983,2.2,27,19.7,1.4,2,22.5,89.5,3.4
15/01/1983,10.8,25.6,20.3,0.2,0.9,21.86,94.75,4.533333
16/01/1983,53.2,22.7,20,0,0.7,21.22,94.5,3.7
17/01/1983,5.2,22.3,20.2,0,0.6,21.22,97,2.3
18/01/1983,69.3,25,20.1,0.3,0.6,22.34,86.5,2.166667
19/01/1983,0.5,28.4,19.2,0.9,0.7,23.64,85.5,1.466667
20/01/1983,6.8,27.8,21,4,1.7,23.28,88.75,3.033333
21/01/1983,4.8,29.8,17.9,6.5,1.2,23.3,77,1.7
22/01/1983,3.1,31.2,18.6,8.2,2.8,24.12,64.75,2.066667
23/01/1983,0,29.8,17.9,10.5,4.2,23.84,66,3.033333
24/01/1983,0,29.7,18,6.1,4.3,23.16,70.5,3.6
25/01/1983,6.9,29.2,19.9,6,3.1,23.4,76,1.433333
26/01/1983,0,30.4,19.1,8.7,3,23.6,76.75,1.933333
27/01/1983,5.3,30.4,20,8.3,3.1,24,73,2.233333
28/01/1983,6.9,30.3,20.2,9,2.7,24.54,71.5,2.366667
29/01/1983,1.7,30.6,20.6,9,3.4,25.2,69,3.833333
30/01/1983,1,28.1,21.8,2.8,4.4,24.3,83.75,3.233333
31/01/1983,13.4,24.4,20.4,0,2.2,22.26,90.5,3.1
01/02/1983,34.6,22.4,19.1,0,0.7,20.24,94,1.633333
02/02/1983,58.2,22,17.4,0.2,0.8,19.04,78.5,4.3
03/02/1983,2,26.5,16.6,1.5,2.6,21.26,75,3.233333
04/02/1983,0.2,28.2,18.6,5.4,2.8,22.7,77,1.8
05/02/1983,0,29.2,19,7.4,2.6,23.44,73.25,2.566667
06/02/1983,0,30.2,18,7.5,3.5,23.6,68,2.866667
07/02/1983,0,29.8,20.2,3,4,23.64,68,1.866667
08/02/1983,0,26,19.6,0,4,21.54,86.25,1.3
09/02/1983,31.8,25.1,18.8,0.2,1.4,21.52,89,1.6
10/02/1983,4.5,28.2,19.4,3.3,1.6,22.68,80.75,1.533333
11/02/1983,0,29.6,18.6,7.2,2.6,23.84,80,2.2
12/02/1983,0,28.2,20.3,2.4,2.4,23.64,84.75,1.6
13/02/1983,4.2,28.3,20.1,3.4,1.8,23.92,71,2.933333
14/02/1983,0,30.2,21.6,4.2,3.3,24.4,77.75,2.533333
15/02/1983,0.2,30.1,21.2,5.2,2.5,25.5,73.25,2.433333
16/02/1983,0,32.5,20.3,11.5,3.5,26.32,63,3.033333
17/02/1983,0,33.2,19.6,10.9,5.1,25.2,65.75,2.766667
